,Gene Name,#PE = 1,#PE = 2,#PE = 3,#PE = 4,#PE = 5
10345,SLC9B1 ,0,0,0,2,0
10346,UBALD2 ,0,0,1,0,0
10347,TCEAL4 ,0,0,0,1,0
10348,ADAP2 ,0,0,0,2,0
10349,SNRPA ,1,0,1,0,0
10350,ZC3HAV1L ,0,0,0,2,0
10351,LOC100523913 ,0,0,1,0,0
10352,POLR1D ,0,0,1,1,0
10353,LOC110255302 ,0,0,0,1,0
10354,LOC100518860 ,4,0,0,1,0
10355,GINS4 ,0,0,1,0,0
10356,ORAI2 ,0,0,1,0,0
10357,VSX1 ,0,0,0,2,0
10358,AGO1 ,8,0,0,0,0
10359,ANKRD33 ,0,0,0,1,0
10360,ELOVL4 ,0,0,3,0,0
10361,TTBK2 ,0,0,0,4,0
10362,CHRNA5 ,0,0,1,0,0
10363,SV2C ,0,0,1,0,0
10364,IL17RA ,0,0,0,2,0
10365,CCDC105 ,0,0,0,1,0
10366,TTC39B ,0,0,1,0,0
10367,ADAM20 ,0,0,0,1,0
10368,KCNA7 ,0,0,0,1,0
10369,KLK8 ,0,0,0,2,0
10370,RLN ,1,0,0,0,0
10371,CHGA ,3,0,0,0,0
10372,CFAP92 ,0,0,0,2,0
10373,DNAJC5B ,0,0,1,0,0
10374,LOC100511937 ,0,0,4,0,0
10375,RAB26 ,0,0,0,1,0
10376,TMEM225 ,0,0,0,1,0
10377,AMHR2 ,0,0,2,0,0
10378,SNX33 ,0,0,2,0,0
10379,BABAM2 ,3,0,1,0,0
10380,APTX ,0,1,0,7,0
10381,LOC110258181 ,0,0,1,0,0
10382,NKX2-8 ,0,0,0,1,0
10383,TGFA ,0,1,0,1,0
10384,LOC100737764 ,0,0,0,7,0
10385,PEG3 ,0,0,0,2,0
10386,MECOM ,0,0,0,8,0
10387,GRK1 ,1,0,0,0,0
10388,DYNLT1 ,5,0,0,0,0
10389,BCLAF3 ,0,0,4,0,0
10390,ZNF239 ,0,0,0,1,0
10391,EHMT2 ,0,0,0,2,0
10392,TMEM115 ,0,0,0,2,0
10393,LOC100156618 ,0,0,1,0,0
10394,SYNE3 ,9,0,0,0,0
10395,KPNA4 ,2,0,0,0,0
10396,ZNF579 ,1,0,0,0,0
10397,MANEAL ,0,0,1,0,0
10398,PRSS16 ,0,0,1,1,0
10399,DPP6 ,6,0,0,3,0
10400,SLC25A16 ,0,1,1,0,0
10401,FOXQ1 ,0,0,0,1,0
10402,PLPP7 ,0,0,0,3,0
10403,ESF1 ,0,0,1,0,0
10404,PUS3 ,0,0,1,0,0
10405,ALDOC ,3,0,0,0,0
10406,EID2 ,0,0,0,1,0
10407,C5H12ORF4 ,0,0,0,1,0
10408,CLDN23 ,0,0,1,0,0
10409,SARS2 ,1,0,0,0,0
10410,AKT1 ,0,0,4,0,0
10411,LOC110259447 ,0,0,1,0,0
10412,FGF2 ,1,0,0,0,0
10413,PXMP4 ,0,0,0,1,0
10414,NCOR1 ,0,0,0,2,0
10415,AKAP17A ,0,0,0,2,0
10416,SAMD8 ,0,0,2,0,0
10417,CMIP ,0,0,0,3,0
10418,SPATA20 ,3,0,0,1,0
10419,LY9 ,0,0,0,2,0
10420,TSSK3 ,0,1,0,0,0
10421,DDAH1 ,3,0,0,0,0
10422,EFCAB12 ,0,0,0,1,0
10423,GCNT7 ,0,0,1,0,0
10424,GPR173 ,0,0,0,1,0
10425,ZNF335 ,0,0,0,2,0
10426,SLC30A4 ,0,1,1,0,0
10427,LOC110259448 ,0,0,0,1,0
10428,ZPLD1 ,0,0,0,1,0
10429,LPIN1 ,0,0,7,1,0
10430,LOC102164547 ,0,0,0,1,0
10431,PGR ,0,0,0,3,0
10432,PCDHGB5 ,0,0,0,1,0
10433,SMURF1 ,0,0,0,3,0
10434,CHAD ,0,0,0,1,0
10435,GTPBP3 ,0,0,2,1,0
10436,TCOF1 ,4,0,0,0,0
10437,ZNF202 ,0,0,0,2,0
10438,CD5L ,2,0,0,0,0
10439,C1H14ORF39 ,0,0,0,1,0
10440,TP53I11 ,0,0,0,1,0
10441,UTP11 ,0,0,1,0,0
10442,VPS29 ,3,0,0,0,0
10443,PDIA3 ,1,0,0,0,0
10444,WDCP ,0,0,0,3,0
10445,ARHGEF10 ,0,0,0,1,0
10446,GNRHR2 ,0,0,0,2,0
10447,FTSJ1 ,0,0,4,1,0
10448,FOXP4 ,0,0,0,2,0
10449,SCOC ,3,0,1,0,0
10450,RAB5IF ,0,0,0,2,0
10451,ATP5MF ,1,0,2,0,0
10452,TTLL9 ,0,0,3,0,0
10453,ZCCHC7 ,0,0,0,1,0
10454,DNAJC21 ,0,0,0,2,0
10455,EIF2C3 ,1,0,0,0,0
10456,ADAL ,2,0,0,1,0
10457,PTPRQ ,0,0,0,2,0
10458,CERS2 ,4,0,0,0,0
10459,SELENOT ,1,0,0,0,0
10460,CSPP1 ,0,0,0,8,0
10461,DIAPH1 ,3,0,0,0,0
10462,STPG1 ,0,0,0,2,0
10463,PHF13 ,0,0,0,2,0
10464,LOC110258632 ,0,0,1,0,0
10465,ALDH1B1 ,1,0,0,0,0
10466,GNA11 ,0,1,2,0,0
10467,ATG3 ,4,0,0,0,0
10468,CRBN ,0,0,3,0,0
10469,ECT2L ,0,0,0,2,0
10470,CDH10 ,0,0,0,1,0
10471,SLC10A1 ,0,0,1,0,0
10472,CRH ,1,0,0,0,0
10473,ALKAL2 ,0,0,0,2,0
10474,FBXW7 ,0,0,0,5,0
10475,LOC110261034 ,0,0,0,4,0
10476,PELI2 ,0,0,1,0,0
10477,CNTN2 ,0,0,0,2,0
10478,GRM6 ,1,0,0,0,0
10479,LOXL2 ,0,0,2,0,0
10480,NPG4 ,1,0,0,0,0
10481,GALNT7 ,2,0,0,0,0
10482,VPS37B ,1,0,0,0,0
10483,GZMA ,2,0,0,0,0
10484,RIF1 ,0,0,0,1,0
10485,GGCX ,0,0,0,4,0
10486,FRYL ,6,0,0,0,0
10487,ZNF792 ,0,0,0,2,0
10488,CRYGS ,3,0,0,0,0
10489,SRI ,3,0,0,0,0
10490,CENPI ,0,0,2,0,0
10491,LOC110257111 ,0,0,0,1,0
10492,ISL1 ,0,0,0,2,0
10493,ABCA4 ,2,0,0,0,0
10494,SIGMAR1 ,0,0,2,0,0
10495,TP53RK ,1,0,0,0,0
10496,PHAX ,2,0,0,0,0
10497,SLC6A2 ,0,0,3,0,0
10498,NEMP2 ,0,0,1,0,0
10499,KIF27 ,0,0,4,0,0
10500,TMX3 ,5,0,0,0,0
10501,PURA ,1,0,0,0,0
10502,TRBV3-1 ,0,0,0,1,0
10503,GRWD1 ,0,0,0,1,0
10504,RECQL5 ,0,0,2,0,0
10505,NQO2 ,4,0,0,0,0
10506,KCNT2 ,0,0,0,6,0
10507,FTMT ,0,0,1,0,0
10508,CNBD1 ,0,0,0,1,0
10509,NPFFR2 ,0,0,1,0,0
10510,LYVE1 ,1,0,0,0,0
10511,CACNG5 ,0,0,1,0,0
10512,SLC23A3 ,0,0,0,1,0
10513,FAM163B ,0,0,1,0,0
10514,VIPR2 ,6,0,0,0,0
10515,LOC100517331 ,0,0,1,0,0
10516,KIF15 ,0,0,2,0,0
10517,RNF14 ,0,0,0,3,0
10518,DPYSL2 ,5,0,0,0,0
10519,STAT2 ,1,1,0,0,0
10520,DYNLL2 ,2,0,0,0,0
10521,ARHGDIB ,1,0,0,0,0
10522,EIF5 ,0,0,2,0,0
10523,FAM20B ,0,0,1,0,0
10524,GDF9 ,0,1,0,0,0
10525,CXCL17 ,0,1,0,0,0
10526,SUCNR1 ,0,0,1,0,0
10527,SLC6A12 ,0,0,2,0,0
10528,HABP4 ,0,0,0,2,0
10529,NUB1 ,2,0,0,0,0
10530,ZNF24 ,0,0,0,2,0
10531,DLX4 ,0,0,0,1,0
10532,C6 ,2,0,0,0,0
10533,KIAA0100 ,0,0,0,3,0
10534,MLNR ,0,0,1,0,0
10535,TEX13B ,0,0,1,0,0
10536,KCNN2 ,0,0,0,1,0
10537,ENOX2 ,0,0,0,3,0
10538,ZMIZ1 ,0,0,0,1,0
10539,WDR53 ,0,0,0,1,0
10540,PCBD1 ,2,0,0,0,0
10541,CLYBL ,3,0,0,0,0
10542,LMAN2L ,3,0,0,0,0
10543,IDH3A ,2,0,0,1,0
10544,PLA2G4E ,0,0,0,1,0
10545,ATF3 ,0,0,0,4,0
10546,AOC1 ,1,0,1,0,0
10547,COPG1 ,2,0,0,0,0
10548,DMRTA2 ,0,0,1,0,0
10549,STARD8 ,0,0,0,2,0
10550,LOC110262090 ,0,0,0,6,0
10551,CISH ,0,1,0,0,0
10552,EDAR ,0,0,0,1,0
10553,ASIC2 ,0,0,0,2,0
10554,RASL10B ,0,0,0,1,0
10555,PLCD1 ,1,0,0,0,0
10556,LIPM ,0,0,1,0,0
10557,ZNF346 ,0,0,0,3,0
10558,ABCB6 ,0,0,0,1,0
10559,SAE1 ,6,0,0,0,0
10560,GGA2 ,0,0,3,0,0
10561,AP3D1 ,4,0,0,0,0
10562,TC2N ,0,0,0,3,0
10563,ANKRD11 ,0,0,0,7,0
10564,MPC2 ,2,0,0,0,0
10565,RAD51 ,0,1,0,1,0
10566,PLB1 ,0,0,1,0,0
10567,CCDC34 ,0,0,0,2,0
10568,LOC110257887 ,0,0,1,0,0
10569,MTMR2 ,0,0,3,0,0
10570,STK26 ,0,0,0,4,0
10571,DENND4A ,0,0,0,3,0
10572,CACNA1D ,0,0,8,0,0
10573,CFL1 ,3,0,0,0,0
10574,OTUD6B ,3,0,0,1,0
10575,LOC100151952 ,0,0,0,1,0
10576,FEZ2 ,0,0,4,0,0
10577,DSG1 ,0,1,0,1,0
10578,TMEM151B ,0,0,2,0,0
10579,HAO1 ,1,0,0,0,0
10580,BST2 ,2,0,0,0,0
10581,DMPK ,0,0,3,0,0
10582,PDSS1 ,0,0,1,0,0
10583,HYLS1 ,0,0,1,0,0
10584,LGI3 ,3,0,0,0,0
10585,MAZ ,0,0,0,4,0
10586,PADI1 ,0,0,1,0,0
10587,ANKRD49 ,0,0,0,1,0
10588,MMP23 ,0,0,1,0,0
10589,ZC3H12D ,0,0,1,0,0
10590,SLC25A24 ,2,0,0,0,0
10591,LOC102162178 ,0,0,0,2,0
10592,ZBTB6 ,0,0,0,1,0
10593,NANOG ,0,0,0,1,0
10594,LOC100511681 ,0,0,1,0,0
10595,SRP14 ,3,0,0,0,0
10596,CEP170 ,3,0,0,0,0
10597,RAD50 ,8,0,0,0,0
10598,PSMA8 ,0,0,1,0,0
10599,ANAPC11 ,0,0,2,0,0
10600,FAM25A ,0,0,1,0,0
10601,TMEM161A ,0,0,2,0,0
10602,ZYX ,2,0,0,0,0
10603,RPS15 ,1,0,2,0,0
10604,WASHC1 ,3,0,0,0,0
10605,SYCP2 ,0,0,1,0,0
10606,PRLH ,0,0,0,1,0
10607,PPM1F ,1,0,0,0,0
10608,PARP16 ,0,0,0,2,0
10609,TBC1D16 ,0,0,0,3,0
10610,BSDC1 ,5,0,0,0,0
10611,TCF7L2 ,0,0,9,0,0
10612,LOC110260676 ,0,0,1,0,0
10613,NME6 ,0,0,2,1,0
10614,ZNF638 ,7,0,0,0,0
10615,ZC3H14 ,5,0,1,0,0
10616,XAB2 ,2,0,0,0,0
10617,HIGD1C ,0,0,0,1,0
10618,LOC110262270 ,0,0,0,1,0
10619,NLGN1 ,1,0,0,0,0
10620,HERC2 ,0,0,0,2,0
10621,KARS1 ,2,0,0,0,0
10622,KIAA1143 ,0,0,0,1,0
10623,SLC41A2 ,0,0,1,0,0
10624,TMEM205 ,2,0,0,0,0
10625,STK33 ,0,0,1,2,0
10626,SCYGR6 ,0,0,0,1,0
10627,PDE11A ,0,0,1,0,0
10628,PCK1 ,1,0,1,1,0
10629,ACP5 ,1,0,0,1,0
10630,BRIP1 ,0,0,0,1,0
10631,ROR1 ,0,0,2,0,0
10632,TCEAL2 ,0,0,0,1,0
10633,TAGLN2 ,4,0,0,0,0
10634,ACKR1 ,0,0,1,0,0
10635,NPW ,1,0,0,0,0
10636,TAL1 ,0,0,0,1,0
10637,GJB3 ,0,0,1,0,0
10638,BICRA ,0,0,0,2,0
10639,ADAT2 ,0,0,2,0,0
10640,IL20RA ,0,0,0,2,0
10641,RDH10 ,1,0,0,0,0
10642,EIF1 ,1,0,1,0,0
10643,PLG ,5,0,1,1,0
10644,SYNGR1 ,3,0,0,0,0
10645,FPGS ,0,0,5,0,0
10646,FBXO2 ,5,0,0,0,0
10647,TXNDC17 ,2,0,0,0,0
10648,LOC100513969 ,0,0,1,0,0
10649,MSI2 ,0,0,6,0,0
10650,LOC110258886 ,0,0,1,0,0
10651,ZBED1 ,0,0,0,1,0
10652,LOC100521715 ,0,0,1,0,0
10653,SOCS3 ,0,1,0,0,0
10654,AKAP8 ,0,0,1,0,0
10655,GADD45G ,0,1,0,0,0
10656,LOC110259162 ,0,0,1,0,0
10657,RASL10A ,0,0,0,1,0
10658,FBXL7 ,0,0,0,1,0
10659,TBC1D15 ,5,0,0,0,0
10660,FRMPD2 ,0,0,0,1,0
10661,ADSS2 ,0,1,1,0,0
10662,GOLGA3 ,0,0,0,2,0
10663,TMEM107 ,0,0,0,3,0
10664,C9H1ORF74 ,0,0,1,0,0
10665,SLC51B ,1,0,0,0,0
10666,AKR1C3 ,10,0,0,0,0
10667,EIF2AK1 ,0,0,0,3,0
10668,SLC22A15 ,0,0,0,2,0
10669,ABCD1 ,1,0,0,0,0
10670,LOC100516957 ,0,0,0,10,0
10671,LOC100622826 ,0,0,0,1,0
10672,DOCK3 ,0,0,5,0,0
10673,HMCN1 ,0,0,0,3,0
10674,EGR2 ,0,1,0,0,0
10675,KCNAB3 ,0,0,1,0,0
10676,FMO4 ,0,0,1,0,0
10677,PTPRM ,0,0,6,1,0
10678,ATF7IP ,0,0,4,0,0
10679,EPHX4 ,0,0,0,1,0
10680,NR1H2 ,0,0,3,0,0
10681,SORBS2 ,11,0,0,0,0
10682,UBE2R2 ,0,0,1,0,0
10683,TIMM8B ,1,0,0,0,0
10684,CXORF58 ,0,0,0,2,0
10685,RFTN2 ,0,0,2,0,0
10686,LOC106507518 ,0,0,0,1,0
10687,HSPA13 ,1,0,0,0,0
10688,THEMIS ,0,0,2,0,0
10689,RGS21 ,0,0,0,1,0
10690,ZFP69B ,0,0,0,8,0
10691,LOC100523591 ,0,0,1,0,0
10692,DAO ,1,0,3,0,0
10693,HOXC11 ,0,0,1,0,0
10694,CA3 ,0,1,2,0,0
10695,CCDC149 ,0,0,3,0,0
10696,FXYD5 ,0,0,1,0,0
10697,ASXL1 ,0,0,3,1,0
10698,CNOT3 ,4,0,0,0,0
10699,SEZ6L ,0,0,0,2,0
10700,ATP2C2 ,0,0,3,0,0
10701,GALP ,1,0,1,0,0
10702,PITPNA ,3,0,0,0,0
10703,FSBP ,0,0,0,1,0
10704,CD86 ,0,0,0,4,0
10705,PPM1G ,6,0,0,0,0
10706,WNT3A ,0,0,1,0,0
10707,ATG101 ,0,0,1,0,0
10708,NDUFA5 ,5,0,0,0,0
10709,KAT8 ,0,1,1,0,0
10710,SYCE3 ,0,0,0,1,0
10711,FLYWCH1 ,0,0,0,1,0
10712,TLL1 ,0,0,0,3,0
10713,NDN ,0,1,0,0,0
10714,SDCCAG8 ,0,0,0,3,0
10715,METAP2 ,3,0,0,0,0
10716,BAIAP2L1 ,2,0,0,0,0
10717,JMJD4 ,0,0,0,1,0
10718,GPR20 ,0,0,1,0,0
10719,RIC3 ,0,0,3,0,0
10720,HSH2D ,0,0,0,1,0
10721,WWP2 ,4,0,0,2,0
10722,ETAA1 ,0,0,0,1,0
10723,IQSEC1 ,10,0,0,0,0
10724,SLC4A8 ,2,0,0,0,0
10725,FHDC1 ,0,0,0,2,0
10726,TDRD3 ,0,0,0,4,0
10727,AGXT2 ,3,0,0,0,0
10728,ZNF653 ,0,0,0,2,0
10729,P14ARF ,0,0,0,2,0
10730,CASD1 ,0,0,3,0,0
10731,SAP25 ,0,0,0,1,0
10732,PAQR8 ,0,1,3,0,0
10733,MGRN1 ,0,0,0,4,0
10734,HOXB6 ,0,0,1,0,0
10735,TRMT6 ,1,0,0,0,0
10736,TIMMDC1 ,0,0,0,1,0
10737,PSD2 ,0,0,0,2,0
10738,PCDH1 ,2,0,0,1,0
10739,TRIM10 ,0,0,2,1,0
10740,KIAA2026 ,0,0,0,3,0
10741,CDC27 ,0,0,0,5,0
10742,NKX3-2 ,0,0,0,1,0
10743,TAMALIN ,0,0,0,2,0
10744,SLC18A1 ,0,0,3,0,0
10745,BPIFB6 ,0,0,0,1,0
10746,CATSPER3 ,0,0,0,1,0
10747,GRIK5 ,0,0,1,0,0
10748,EED ,0,0,5,0,0
10749,BAG2 ,1,0,0,0,0
10750,UBE2A ,0,0,3,1,0
10751,KANSL1 ,0,0,0,3,0
10752,TRUB1 ,0,0,1,0,0
10753,RCN1 ,1,0,0,0,0
10754,MFSD2B ,0,0,0,1,0
10755,CACNA1H ,0,0,0,2,0
10756,ATP6V1D ,4,0,0,0,0
10757,NFYC ,10,0,0,0,0
10758,PPP1R10 ,0,0,1,0,0
10759,ERG ,0,0,4,0,0
10760,TMEM81 ,0,0,0,1,0
10761,EPYC ,0,0,1,0,0
10762,RUNDC3B ,0,0,0,3,0
10763,SPINK8 ,0,0,0,1,0
10764,LOC110259765 ,0,0,0,1,0
10765,ZNF667 ,0,0,0,4,0
10766,PLA2G2C ,0,0,1,0,0
10767,DIMT1 ,0,0,3,0,0
10768,H1-3 ,2,0,0,0,0
10769,DEPDC1 ,0,0,0,2,0
10770,RUNX2 ,0,0,0,8,0
10771,STXBP4 ,0,0,0,4,0
10772,EZHIP ,0,0,0,1,0
10773,CCNJL ,0,0,2,0,0
10774,C2ORF69 ,0,0,0,2,0
10775,LOC100524884 ,0,0,1,0,0
10776,IL21R ,0,0,0,2,0
10777,TRPM4 ,0,0,0,2,0
10778,PPP2R3C ,0,0,0,5,0
10779,YJU2 ,0,0,3,0,0
10780,TMED7 ,2,0,0,0,0
10781,SNCB ,3,0,0,0,0
10782,SS18L1 ,0,0,2,0,0
10783,TINAG ,0,0,3,1,0
10784,LOC100739508 ,5,0,1,0,0
10785,RASAL3 ,0,0,0,1,0
10786,ASL ,5,0,0,0,0
10787,SEC16B ,0,0,2,0,0
10788,DMTF1 ,0,0,0,3,0
10789,LONRF1 ,0,0,0,3,0
10790,FGGY ,7,0,0,0,0
10791,ERGIC2 ,7,0,0,0,0
10792,PET100 ,0,0,1,3,0
10793,ZCRB1 ,0,0,0,1,0
10794,CDX2 ,0,0,1,0,0
10795,ERBB3 ,0,0,0,3,0
10796,LOC100152206 ,0,0,0,1,0
10797,KRT2 ,1,0,0,0,0
10798,NEURL1 ,0,0,0,3,0
10799,LOC110258575 ,0,0,0,1,0
10800,PXMP2 ,0,0,2,0,0
10801,C6H1ORF216 ,0,0,0,1,0
10802,IFIT5 ,2,0,0,0,0
10803,LOC110258135 ,0,0,0,1,0
10804,CEP152 ,0,0,0,6,0
10805,LOC102166240 ,0,0,1,0,0
10806,PRPF40B ,0,0,0,5,0
10807,INS ,1,0,0,0,0
10808,ATP1B4 ,2,0,0,0,0
10809,TMEM242 ,2,0,0,0,0
10810,GHRH ,1,1,0,0,0
10811,RPN1 ,1,0,4,0,0
10812,RAB1B ,0,1,0,0,0
10813,CDK17 ,0,0,0,2,0
10814,NOX3 ,0,0,0,1,0
10815,LOC100517101 ,0,0,1,0,0
10816,ZNF397 ,0,0,0,5,0
10817,SLC13A2 ,1,0,0,0,0
10818,CHMP2B ,0,0,3,0,0
10819,LOC100738769 ,0,0,1,0,0
10820,LOC100513421 ,0,0,1,0,0
10821,NDUFB5 ,3,0,0,0,0
10822,COL14A1 ,8,0,0,0,0
10823,LOC100520888 ,0,0,0,1,0
10824,ALX3 ,0,0,0,2,0
10825,CRYBB3 ,2,0,0,0,0
10826,SCARF1 ,0,0,0,2,0
10827,AP5Z1 ,3,0,0,1,0
10828,TCIM ,0,0,0,1,0
10829,RCOR3 ,0,0,0,3,0
10830,SCN11A ,0,0,1,0,0
10831,LOC110259077 ,0,0,1,0,0
10832,LOC100517754 ,0,0,1,0,0
10833,STK32B ,0,0,2,2,0
10834,LOC102163780 ,0,0,1,0,0
10835,TUBB6 ,4,0,0,0,0
10836,ANP32E ,3,0,0,0,0
10837,ERF ,0,0,1,0,0
10838,GRIK1 ,0,0,5,0,0
10839,PRM1 ,1,0,1,0,0
10840,CNOT10 ,7,0,1,0,0
10841,PVR ,3,0,0,0,0
10842,SLC48A1 ,0,0,1,0,0
10843,AADACL2 ,0,0,1,1,0
10844,C18H7ORF57 ,0,0,0,2,0
10845,AFDN ,7,0,0,0,0
10846,C4H1ORF112 ,0,0,0,4,0
10847,MUTYH ,0,0,4,0,0
10848,IRF3 ,1,0,0,2,0
10849,LOC100156074 ,0,0,0,2,0
10850,ARHGEF11 ,0,0,0,7,0
10851,HTR2B ,0,1,1,0,0
10852,ZKSCAN4 ,0,0,0,1,0
10853,TMEM116 ,0,0,0,5,0
10854,RPA2 ,3,0,0,0,0
10855,OR10A4 ,0,0,1,0,0
10856,DCXR ,0,0,0,1,0
10857,GABRA6 ,0,0,1,0,0
10858,ENTPD8 ,1,0,0,0,0
10859,NLRX1 ,2,0,0,0,0
10860,ASCL5 ,0,0,0,1,0
10861,LYPD5 ,0,0,0,1,0
10862,AGBL5 ,0,0,4,0,0
10863,MYO7A ,0,1,3,0,0
10864,MSH2 ,4,0,0,0,0
10865,TEPP ,0,0,0,2,0
10866,ESM1 ,0,0,0,3,0
10867,LCN1 ,1,0,0,0,0
10868,FAM114A2 ,4,0,0,0,0
10869,VDAC1 ,3,1,0,0,0
10870,MX1 ,1,1,0,1,0
10871,GFUS ,3,0,0,0,0
10872,THPO ,1,0,2,0,0
10873,APCDD1 ,0,0,0,2,0
10874,LOC100158011 ,2,0,0,0,0
10875,EPHX1 ,0,1,1,0,0
10876,ARHGDIA ,0,1,2,0,0
10877,ADRA2C ,0,0,1,0,0
10878,PPL ,1,0,0,0,0
10879,DCTD ,0,0,2,0,0
10880,DUS3L ,0,0,2,3,0
10881,C5H12ORF29 ,0,0,0,2,0
10882,TFAM ,1,1,0,0,0
10883,PRXL2B ,2,0,0,0,0
10884,C13H3ORF18 ,1,0,0,0,0
10885,NR4A3 ,0,2,1,0,0
10886,SRPRA ,6,0,0,0,0
10887,AVIL ,1,0,0,0,0
10888,PSME4 ,0,0,2,1,0
10889,ABCC10 ,0,0,0,1,0
10890,LINGO3 ,0,0,0,1,0
10891,REM2 ,0,0,0,1,0
10892,TMED2 ,1,0,0,0,0
10893,CBY3 ,0,0,0,1,0
10894,AXIN2 ,0,0,0,2,0
10895,TJP1 ,6,0,0,0,0
10896,THAP5 ,0,0,0,1,0
10897,NT5DC2 ,0,0,2,0,0
10898,LYST ,8,0,0,0,0
10899,UQCRC2 ,2,0,0,0,0
10900,TOPAZ1 ,0,0,0,1,0
10901,MICU1 ,0,0,0,4,0
10902,CYRIA ,2,0,0,0,0
10903,TUT7 ,0,0,0,6,0
10904,AMIGO3 ,0,0,1,0,0
10905,HNRNPDL ,1,0,0,0,0
10906,C14H10ORF90 ,0,0,0,2,0
10907,LOC100518417 ,0,0,0,8,0
10908,NEU2 ,0,0,1,0,0
10909,METTL7A ,0,0,0,1,0
10910,C6H19ORF18 ,0,0,0,2,0
10911,LOC100737912 ,0,0,0,1,0
10912,ARRB1 ,9,0,0,0,0
10913,CIITA ,0,1,0,8,0
10914,ARMC12 ,0,0,0,2,0
10915,LOC100512146 ,0,0,2,0,0
10916,MYRF ,0,0,0,2,0
10917,C3H16ORF54 ,0,0,0,2,0
10918,STK4 ,0,0,3,3,0
10919,VILL ,0,0,1,0,0
10920,APOBEC4 ,0,0,0,1,0
10921,AASDH ,0,0,3,1,0
10922,LOC102158035 ,0,0,0,3,0
10923,APIP ,7,0,0,0,0
10924,LOC100511490 ,0,0,1,0,0
10925,USO1 ,6,0,0,0,0
10926,CEP20 ,0,0,4,1,0
10927,DUSP16 ,0,0,2,1,0
10928,TRPV1 ,0,0,2,0,0
10929,STK17B ,0,0,1,1,0
10930,NUDT19 ,2,0,0,0,0
10931,GLI1 ,0,0,2,0,0
10932,FKBP5 ,5,0,0,0,0
10933,SPATS2 ,0,0,3,0,0
10934,AAR2 ,0,0,3,0,0
10935,SPRTN ,0,0,1,1,0
10936,BPIFA3 ,0,0,0,1,0
10937,KEL ,0,0,0,2,0
10938,B3GNT4 ,0,0,1,0,0
10939,LOC100524873 ,1,0,0,0,0
10940,SGCE ,10,0,0,0,0
10941,TMOD4 ,2,0,0,0,0
10942,LOC100625873 ,0,0,1,0,0
10943,NOP2 ,0,0,1,0,0
10944,LOC110255197 ,0,0,1,0,0
10945,C2H11ORF86 ,0,0,0,1,0
10946,DDX52 ,0,0,0,1,0
10947,CLSPN ,0,0,0,2,0
10948,TMEM102 ,1,0,0,0,0
10949,TRIM9 ,0,0,0,1,0
10950,NEUROD1 ,0,0,0,1,0
10951,SLC22A1 ,0,1,3,1,0
10952,CSTF1 ,1,0,0,0,0
10953,GJD2 ,0,0,1,0,0
10954,LOC106504857 ,0,0,1,0,0
10955,RBKS ,4,0,0,0,0
10956,LOC100512873 ,2,0,0,0,0
10957,DIRAS3 ,0,1,0,0,0
10958,GCH1 ,0,0,1,0,0
10959,SLCO1C1 ,0,0,3,0,0
10960,TAF2 ,0,0,2,0,0
10961,ARHGAP10 ,0,0,0,1,0
10962,UPTI ,0,0,0,1,0
10963,UABP-2 ,0,0,1,0,0
10964,SESTD1 ,8,0,0,1,0
10965,SUMF1 ,0,0,4,0,0
10966,GPR155 ,0,0,0,3,0
10967,TNFSF18 ,0,0,0,1,0
10968,PROP1 ,0,1,0,0,0
10969,ESD ,2,1,0,0,0
10970,CDKL2 ,0,0,1,2,0
10971,CLVS1 ,0,0,0,2,0
10972,LOC110258425 ,0,0,0,1,0
10973,E2F1 ,0,0,1,0,0
10974,RCC2 ,3,0,0,0,0
10975,PLCH2 ,5,0,0,0,0
10976,SH3PXD2B ,0,0,2,1,0
10977,SUPT16H ,1,0,0,0,0
10978,LOC100156339 ,0,0,1,0,0
10979,CCDC88C ,0,0,0,4,0
10980,EPHA8 ,0,0,0,1,0
10981,KNDC1 ,0,0,0,1,0
10982,LOC100627283 ,0,0,0,1,0
10983,ELAVL3 ,2,0,0,0,0
10984,IDH1 ,4,0,0,0,0
10985,ATG12 ,0,1,0,1,0
10986,MT1D ,0,0,3,0,0
10987,INSIG2 ,0,1,0,0,0
10988,HDHD2 ,1,0,0,0,0
10989,SNF8 ,2,0,0,0,0
10990,GABRB1 ,0,0,1,0,0
10991,CENPE ,0,0,4,0,0
10992,ICOSLG ,0,0,0,5,0
10993,LOC100154185 ,0,0,0,1,0
10994,ADRB2 ,0,2,0,0,0
10995,PIAS1 ,0,0,6,0,0
10996,LRRC52 ,0,0,0,1,0
10997,HGFAC ,2,0,0,0,0
10998,NR2E1 ,0,0,1,0,0
10999,LOC110258895 ,0,0,0,1,0
11000,KLHL8 ,0,0,0,2,0
11001,LOC110257285 ,0,0,1,0,0
11002,CABLES1 ,0,0,0,2,0
11003,LOC100522152 ,0,0,0,1,0
11004,CCDC106 ,0,0,0,3,0
11005,FAM53C ,0,0,3,0,0
11006,FMNL3 ,0,0,4,0,0
11007,ALG13 ,0,0,0,1,0
11008,GPRASP2 ,1,0,0,0,0
11009,PUM2 ,0,0,0,4,0
11010,CAMLG ,2,0,0,0,0
11011,TMEM229A ,0,0,0,1,0
11012,GALM ,0,1,2,3,0
11013,APBB1IP ,0,0,0,1,0
11014,ZFP36 ,0,1,0,1,0
11015,MMP13 ,0,0,2,0,0
11016,ACSS3 ,4,0,0,0,0
