,Gene Name,#PE = 1,#PE = 2,#PE = 3,#PE = 4,#PE = 5
3766,SLC2A10 ,0,0,1,0,0
3767,RBM24 ,1,0,0,0,0
3768,LOC100626015 ,6,0,0,0,0
3769,PRKACB ,1,0,5,0,0
3770,CRYGD ,0,0,1,0,0
3771,HPN ,0,0,0,5,0
3772,LEPROT ,0,1,3,0,0
3773,TMEM239 ,0,0,0,1,0
3774,QTRT2 ,0,0,4,0,0
3775,CDK15 ,0,0,4,0,0
3776,MFAP5 ,6,0,0,0,0
3777,RRP7A ,0,0,2,0,0
3778,PRKAR1A ,1,0,2,0,0
3779,LOC100153886 ,0,0,1,0,0
3780,C19ORF71 ,0,0,0,1,0
3781,LOC100623107 ,0,0,1,0,0
3782,FOXRED2 ,0,0,0,2,0
3783,LOC100738814 ,0,0,1,0,0
3784,TESC ,0,0,0,5,0
3785,BPIFB3 ,0,0,0,1,0
3786,PLAC9 ,2,0,0,0,0
3787,CFAP61 ,0,0,0,3,0
3788,RFT1 ,0,0,6,0,0
3789,BSND ,0,0,0,1,0
3790,SIGLEC1 ,3,0,0,0,0
3791,NMRK2 ,0,0,0,2,0
3792,TRIM54 ,0,0,0,2,0
3793,BPIFA2 ,0,0,0,2,0
3794,FARSA ,5,0,0,0,0
3795,TXLNA ,0,0,3,0,0
3796,UAP1 ,3,0,0,0,0
3797,CPI17 ,1,0,0,0,0
3798,REXO5 ,0,0,0,6,0
3799,SLCO2A1 ,0,0,3,0,0
3800,SFT2D1 ,0,0,1,0,0
3801,TF ,1,0,7,0,0
3802,GADD45B ,0,1,0,0,0
3803,TTC38 ,3,0,0,0,0
3804,CLK2 ,0,0,0,1,0
3805,CASP8 ,0,1,2,0,0
3806,PLCZ1 ,0,0,0,2,0
3807,MAPK4 ,0,0,3,0,0
3808,CD1E ,0,0,0,4,0
3809,ABL2 ,0,0,5,0,0
3810,REELD1 ,0,0,0,1,0
3811,PELI3 ,0,0,2,0,0
3812,TRAPPC4 ,0,0,2,0,0
3813,FHIP2B ,0,0,1,0,0
3814,SEPTIN11 ,5,0,0,0,0
3815,CMTM2 ,0,0,0,1,0
3816,PSMD14 ,2,0,0,0,0
3817,OSR1 ,0,0,0,1,0
3818,ZNF782 ,0,0,0,4,0
3819,CCDC40 ,0,0,0,2,0
3820,CHAT ,1,0,1,0,0
3821,PTPRT ,0,0,2,0,0
3822,LOC100525554 ,0,0,0,1,0
3823,UBTFL1 ,0,0,0,1,0
3824,WWP1 ,0,0,0,3,0
3825,HSP90AB1 ,6,0,0,0,0
3826,NUBP2 ,5,0,0,0,0
3827,RDH8 ,0,0,1,0,0
3828,SEC24B ,3,0,0,0,0
3829,SCP2D1 ,0,0,0,1,0
3830,NFU1 ,2,0,0,0,0
3831,TIGD7 ,0,0,1,0,0
3832,CAPN14 ,0,0,1,0,0
3833,ITPRIP ,0,0,2,0,0
3834,GSAP ,0,0,0,3,0
3835,GPM6B ,6,0,0,0,0
3836,THOC6 ,4,0,0,0,0
3837,MDM4 ,0,0,4,6,0
3838,CDKN2C ,0,0,0,1,0
3839,C11ORF95 ,0,0,0,3,0
3840,LMNTD1 ,0,0,0,5,0
3841,NDRG4 ,5,0,0,0,0
3842,ERLEC1 ,6,0,0,1,0
3843,TIFA ,0,0,0,1,0
3844,TRIR ,0,0,0,1,0
3845,TRIM72 ,3,0,0,0,0
3846,EDN1 ,1,0,1,0,0
3847,AIFM1 ,5,0,0,1,0
3848,SPRY4 ,0,0,0,2,0
3849,BLMH ,3,0,0,0,0
3850,FGF22 ,0,0,1,0,0
3851,ZC3H15 ,2,0,0,0,0
3852,CCR9 ,0,1,0,0,0
3853,THUMPD2 ,6,0,0,0,0
3854,ACTL6A ,2,0,0,0,0
3855,SERPINA4 ,0,0,1,0,0
3856,VIP ,1,1,0,0,0
3857,PTGFRN ,1,0,0,0,0
3858,MUS81 ,0,0,2,0,0
3859,LOC100520168 ,0,0,1,0,0
3860,ZNF333 ,0,0,0,3,0
3861,SLC38A3 ,6,0,0,0,0
3862,HMCN2 ,0,0,0,2,0
3863,JMJD6 ,0,0,0,3,0
3864,TPCN1 ,0,0,0,3,0
3865,ASPG ,0,0,0,2,0
3866,LOC110260594 ,0,0,1,0,0
3867,ATP6V1B2 ,1,0,0,0,0
3868,MPV17L2 ,0,0,1,0,0
3869,CLEC2D ,0,0,0,3,0
3870,GGACT ,2,0,0,0,0
3871,LOC110258953 ,0,0,0,1,0
3872,WRAP73 ,0,0,0,3,0
3873,PRR16 ,0,0,0,1,0
3874,DDX3X ,6,0,0,0,0
3875,LGALS2 ,1,1,0,0,0
3876,ATP5PD ,4,0,0,0,0
3877,SDHB ,3,0,0,0,0
3878,EID1 ,0,0,0,1,0
3879,RYR2 ,2,0,0,0,0
3880,TOX ,0,0,0,6,0
3881,LOC100624109 ,3,0,2,0,0
3882,CCDC194 ,0,0,0,1,0
3883,LOC110258310 ,0,0,0,1,0
3884,ZNF507 ,0,0,0,2,0
3885,SFMBT1 ,0,0,0,1,0
3886,LOC100522853 ,0,0,0,1,0
3887,TOE1 ,0,0,1,0,0
3888,PYY ,2,1,0,0,0
3889,RBPMS ,5,0,0,1,0
3890,ULK4 ,0,0,0,6,0
3891,DDX56 ,0,0,0,3,0
3892,ZUP1 ,0,0,2,1,0
3893,GJA4 ,0,1,1,0,0
3894,ASPSCR1 ,0,0,0,2,0
3895,LOC100513119 ,0,0,2,0,0
3896,CCL21 ,0,1,0,0,0
3897,GRHL3 ,0,0,0,3,0
3898,TMEM17 ,0,0,0,2,0
3899,ADAM21 ,0,0,0,1,0
3900,CDCA8 ,0,0,2,0,0
3901,YIPF1 ,0,0,4,0,0
3902,GULP1 ,0,0,0,10,0
3903,LRRC51 ,0,0,0,2,0
3904,HIPK3 ,0,0,0,3,0
3905,SLC22A2 ,0,1,1,0,0
3906,LOC110259958 ,1,0,0,0,0
3907,USP25 ,0,0,0,6,0
3908,FANCB ,0,0,0,2,0
3909,ADAMTS16 ,0,0,0,1,0
3910,MT4 ,0,0,1,0,0
3911,KIF2C ,0,0,3,0,0
3912,ADNP2 ,0,0,0,3,0
3913,RTP1 ,0,0,0,1,0
3914,LOC102157705 ,0,0,0,1,0
3915,ANKRD54 ,0,0,0,3,0
3916,ATP13A2 ,0,0,3,0,0
3917,LHX9 ,0,0,0,3,0
3918,LOC100623188 ,0,0,1,0,0
3919,TUT4 ,0,0,0,6,0
3920,CCDC68 ,0,0,0,1,0
3921,EXOC3L2 ,0,0,1,0,0
3922,DLL1 ,0,0,0,2,0
3923,BET1 ,4,0,0,0,0
3924,KLHL23 ,0,0,0,2,0
3925,MMADHC ,0,0,0,1,0
3926,C12H17ORF98 ,0,0,0,1,0
3927,ACAD10 ,8,0,0,0,0
3928,HMGN5 ,1,0,0,0,0
3929,CCDC12 ,0,0,0,4,0
3930,SSBP1 ,3,0,0,0,0
3931,CRACR2B ,0,0,0,2,0
3932,LOC100621166 ,0,0,0,1,0
3933,CWF19L2 ,0,0,3,0,0
3934,PKHD1 ,0,0,0,4,0
3935,PEDS1 ,0,0,1,0,0
3936,FAM189B ,0,0,3,0,0
3937,LRRC8A ,0,0,2,0,0
3938,MICALL1 ,2,0,0,0,0
3939,TOMM20 ,3,0,0,0,0
3940,PLIN2 ,3,1,0,0,0
3941,SLC35D1 ,0,0,0,2,0
3942,GNAT1 ,2,0,0,0,0
3943,IZUMO3 ,0,0,2,0,0
3944,FOXH1 ,0,0,0,1,0
3945,SRSF9 ,1,0,0,0,0
3946,LRP8 ,0,1,0,7,0
3947,LOC110259180 ,0,0,0,1,0
3948,IFN-OMEGA-2 ,0,0,1,0,0
3949,SLC35G2 ,0,0,0,1,0
3950,CCDC30 ,0,0,0,8,0
3951,FAM177B ,0,0,0,1,0
3952,INTS7 ,0,0,2,0,0
3953,UPK3BL2 ,0,0,0,1,0
3954,RBM45 ,0,0,0,1,0
3955,FMO5 ,2,0,0,0,0
3956,EIF4G3 ,5,0,0,0,0
3957,PPP3CB ,5,0,0,0,0
3958,ATF6B ,0,0,0,2,0
3959,SLC25A48 ,0,0,2,0,0
3960,SENP1 ,0,0,3,0,0
3961,RNFT1 ,0,0,0,3,0
3962,POPDC3 ,0,0,1,0,0
3963,PLEK ,3,0,0,0,0
3964,HMGB3 ,0,0,1,0,0
3965,MORC4 ,0,0,0,2,0
3966,PRRG1 ,0,0,0,2,0
3967,FAM78A ,0,0,0,1,0
3968,ARMH1 ,0,0,0,4,0
3969,C8H4ORF48 ,0,0,0,3,0
3970,CALU ,4,0,0,0,0
3971,ZPBP ,0,1,2,0,0
3972,ZDHHC21 ,0,0,1,0,0
3973,FAM98C ,0,0,3,0,0
3974,HIRIP3 ,0,0,0,1,0
3975,LOC100154959 ,0,0,0,1,0
3976,KLF15 ,0,0,0,3,0
3977,MRI1 ,2,0,0,0,0
3978,TLR4 ,0,1,2,0,0
3979,SLC28A2 ,0,0,1,0,0
3980,FOXR1 ,0,0,0,1,0
3981,FBXO39 ,0,0,0,5,0
3982,TACR3 ,0,0,1,0,0
3983,TSPAN3 ,0,0,3,1,0
3984,EHD4 ,1,0,0,0,0
3985,SKOR1 ,0,0,1,0,0
3986,TIPIN ,0,0,2,0,0
3987,VSIG10L ,2,0,0,0,0
3988,PIGH ,0,0,1,0,0
3989,STX18 ,4,0,0,0,0
3990,AQP11 ,0,0,1,0,0
3991,LOC100156560 ,0,0,1,0,0
3992,CLDN19 ,0,0,1,0,0
3993,NPTN ,4,0,0,0,0
3994,ZNF711 ,0,0,0,3,0
3995,IQUB ,0,0,0,3,0
3996,TMEM52B ,0,0,0,2,0
3997,DAP ,1,0,0,0,0
3998,PDIK1L ,0,0,1,1,0
3999,CCL11 ,0,0,1,0,0
4000,DCUN1D5 ,2,0,0,1,0
4001,SORL1 ,4,0,0,0,0
4002,TACC2 ,4,0,1,0,0
4003,HEATR5A ,0,0,1,0,0
4004,CD55 ,0,1,0,6,0
4005,HNRNPA0 ,1,0,0,0,0
4006,NEDD1 ,0,0,0,4,0
4007,LOC100623139 ,0,0,1,0,0
4008,CNTD1 ,0,0,0,1,0
4009,DRAP1 ,3,0,0,0,0
4010,FCRLB ,0,0,0,2,0
4011,WDR75 ,0,0,0,1,0
4012,RXFP2 ,0,0,0,2,0
4013,MYO1H ,0,0,2,0,0
4014,PROSER1 ,0,0,0,4,0
4015,CHMP5 ,2,0,0,0,0
4016,ASB16 ,0,0,0,1,0
4017,CAMSAP3 ,0,0,4,0,0
4018,YARS1 ,1,0,0,0,0
4019,NCAPH ,3,0,0,0,0
4020,CLEC11A ,2,0,0,0,0
4021,EGFR ,0,0,0,6,0
4022,BBS2 ,0,0,0,2,0
4023,IFN-OMEGA-4 ,0,1,0,0,0
4024,CCDC146 ,0,0,0,1,0
4025,MARCHF1 ,0,0,0,3,0
4026,ZNF804B ,0,0,0,1,0
4027,LOC102160380 ,0,0,0,1,0
4028,SOX11 ,0,0,0,1,0
4029,VPS41 ,0,0,7,0,0
4030,MBLAC2 ,1,0,0,0,0
4031,NFKB1 ,1,0,0,0,0
4032,LYSMD4 ,0,0,0,2,0
4033,LOC110260576 ,0,0,0,1,0
4034,GRSF1 ,1,0,0,0,0
4035,EMILIN3 ,0,0,0,2,0
4036,GPR18 ,0,0,1,0,0
4037,DPP9 ,0,1,0,3,0
4038,PHF5A ,0,0,2,0,0
4039,PFKP ,4,0,0,0,0
4040,RPL29 ,2,0,1,0,0
4041,HMMR ,0,0,0,4,0
4042,CNTLN ,0,0,0,2,0
4043,LOC100736637 ,0,0,1,0,0
4044,MAP3K5 ,0,0,3,0,0
4045,CACNG6 ,2,0,0,0,0
4046,HCK ,0,0,1,0,0
4047,LOC106509673 ,0,0,1,0,0
4048,TEKT2 ,0,0,1,0,0
4049,SLC35B2 ,2,0,0,0,0
4050,DDX1 ,1,0,0,0,0
4051,DNM1 ,5,0,0,0,0
4052,LIN7C ,6,0,0,0,0
4053,RAMAC ,0,0,0,1,0
4054,DYNC1H1 ,1,0,0,0,0
4055,LY86 ,0,0,0,1,0
4056,TRPV5 ,0,0,0,5,0
4057,QSOX2 ,0,0,1,0,0
4058,EN1 ,0,0,1,0,0
4059,LOC100517394 ,0,0,1,0,0
4060,PHLDA2 ,0,1,0,0,0
4061,PWWP2B ,0,0,0,1,0
4062,ZC3H4 ,3,0,0,0,0
4063,PLEKHJ1 ,0,0,0,3,0
4064,GIMAP7 ,0,0,1,0,0
4065,HPSE2 ,0,0,2,2,0
4066,AKAP7 ,3,0,0,1,0
4067,LOC100525350 ,2,0,0,0,0
4068,UEVLD ,0,0,0,6,0
4069,HFE ,0,0,5,3,0
4070,CD207 ,0,1,0,1,0
4071,GATAD2A ,4,0,0,0,0
4072,PHF3 ,0,0,0,1,0
4073,CELF5 ,0,0,2,0,0
4074,TBC1D9 ,0,1,0,3,0
4075,TMEM273 ,0,0,0,2,0
4076,MAP3K10 ,0,0,1,0,0
4077,GNPDA1 ,1,0,0,0,0
4078,CWC27 ,0,0,0,3,0
4079,OR11H7 ,0,0,1,0,0
4080,SEC31B ,5,0,0,0,0
4081,AKAP5 ,1,0,0,0,0
4082,LOC110262313 ,0,0,1,0,0
4083,FBXO34 ,0,0,0,2,0
4084,TAFA2 ,0,0,1,0,0
4085,PKP1 ,1,0,0,0,0
4086,PRODH ,0,1,0,0,0
4087,RANBP6 ,1,0,0,1,0
4088,PDZD4 ,0,0,0,2,0
4089,LOC100154723 ,0,0,1,0,0
4090,RABIF ,1,0,0,0,0
4091,LOC100514973 ,0,0,1,0,0
4092,NFKBIL1 ,0,0,1,2,0
4093,SNORC ,0,0,0,1,0
4094,MTMR9 ,0,0,3,0,0
4095,PRRT1 ,0,0,1,0,0
4096,CHAF1A ,0,0,1,0,0
4097,KRI1 ,0,0,1,0,0
4098,TRIP4 ,0,0,0,3,0
4099,IRF2 ,0,1,1,2,0
4100,EOGT ,0,0,3,0,0
4101,PJA2 ,0,0,0,2,0
4102,RILP ,1,0,0,0,0
4103,DRD2 ,0,2,1,0,0
4104,CTSD ,2,0,0,0,0
4105,RPL11 ,4,0,1,0,0
4106,BLOC1S1 ,1,0,0,0,0
4107,GALNT5 ,0,0,1,0,0
4108,KCNE4 ,0,0,1,0,0
4109,ADTRP ,0,0,2,0,0
4110,INPP5A ,2,0,0,0,0
4111,PARK7 ,2,0,0,0,0
4112,SLC47A1 ,0,0,4,0,0
4113,OTULIN ,0,0,2,0,0
4114,LOC100627089 ,0,0,0,2,0
4115,NSUN7 ,0,0,2,0,0
4116,LAPTM5 ,0,0,1,0,0
4117,TMEM62 ,2,0,0,1,0
4118,UBXN6 ,2,0,0,0,0
4119,LOC100514947 ,0,0,1,0,0
4120,BRAF ,0,0,6,1,0
4121,TMEM184C ,0,0,0,4,0
4122,IFN-DELTA-9 ,0,1,0,0,0
4123,SPOCK3 ,0,0,0,5,0
4124,SLC18A2 ,0,0,1,0,0
4125,ELP1 ,5,0,0,0,0
4126,LOC100514786 ,0,0,0,1,0
4127,AP2M1 ,3,0,0,0,0
4128,RPS12 ,1,0,0,0,0
4129,RECQL ,0,0,2,0,0
4130,RAC2 ,5,0,0,0,0
4131,STXBP1 ,3,0,0,0,0
4132,EEF1AKNMT ,0,0,0,2,0
4133,PRL ,1,0,3,0,0
4134,PPP1CC ,6,0,0,0,0
4135,POLR2D ,2,0,0,0,0
4136,PGRMC2 ,1,0,0,0,0
4137,ESRP1 ,0,0,4,1,0
4138,LOC100513889 ,0,0,0,2,0
4139,PEF1 ,3,0,0,0,0
4140,ETNPPL ,1,0,0,0,0
4141,DMBX1 ,0,0,0,1,0
4142,NOL9 ,0,0,0,1,0
4143,RANBP10 ,0,0,3,1,0
4144,PTPRO ,0,0,0,3,0
4145,PSMC2 ,2,0,0,0,0
4146,HADHB ,9,0,0,0,0
4147,DNAH17 ,0,0,2,0,0
4148,TRIM27 ,0,0,0,3,0
4149,ARSL ,6,0,0,0,0
4150,SAMSN1 ,0,0,0,5,0
4151,PIGK ,0,1,4,0,0
4152,DRG2 ,0,0,0,2,0
4153,MTMR7 ,0,0,2,0,0
4154,HNRNPR ,3,0,0,0,0
4155,TOP2B ,2,0,0,0,0
4156,MLPH ,0,0,0,4,0
4157,STIM1 ,8,0,0,0,0
4158,RAB24 ,3,0,0,0,0
4159,STARD5 ,1,0,0,0,0
4160,OR5D14 ,0,0,1,0,0
4161,LOC100525618 ,0,0,1,0,0
4162,FMR1 ,8,0,0,0,0
4163,GALNT2 ,3,0,0,0,0
4164,PIPOX ,7,0,0,0,0
4165,LOC102164683 ,0,0,1,0,0
4166,GNPAT ,0,0,4,0,0
4167,SBSPON ,2,0,0,0,0
4168,PIGB ,0,0,3,0,0
4169,LOC100521737 ,0,0,1,0,0
4170,RBP7 ,0,1,0,2,0
4171,TMEM140 ,0,0,0,1,0
4172,SHISAL2B ,0,0,0,1,0
4173,ADGRG1 ,0,0,6,0,0
4174,ASB18 ,0,0,0,2,0
4175,SLCO3A1 ,0,0,1,0,0
4176,PRRX2 ,0,0,1,0,0
4177,PIK3CD ,0,0,2,0,0
4178,LY6G6E ,0,2,0,0,0
4179,GRAMD2A ,0,0,0,2,0
4180,PLAGL1 ,0,1,0,0,0
4181,NR3C2 ,0,1,0,5,0
4182,PNKD ,0,0,5,0,0
4183,TRNP1 ,0,0,0,1,0
4184,RFC4 ,2,0,0,0,0
4185,ERN1 ,5,0,0,3,0
4186,SYDE1 ,0,0,0,1,0
4187,CIB2 ,0,0,0,2,0
4188,PPP1R3G ,0,0,0,1,0
4189,REX1BD ,0,0,0,2,0
4190,CCIN ,0,0,0,1,0
4191,FUT1 ,0,1,1,0,0
4192,MYH8 ,0,0,5,0,0
4193,TTC19 ,3,0,0,0,0
4194,NEU4 ,0,0,6,0,0
4195,RC3H1 ,0,0,0,2,0
4196,KRAS ,2,0,0,0,0
4197,KIAA0825 ,0,0,0,3,0
4198,HOOK2 ,0,0,2,0,0
4199,DUSP26 ,1,0,0,0,0
4200,DUSP22 ,0,0,0,3,0
4201,LOC100523829 ,0,0,1,0,0
4202,PLGRKT ,2,0,0,0,0
4203,NRG2 ,0,0,5,1,0
4204,LOC100513333 ,0,0,1,0,0
4205,ATP5PB ,4,0,0,0,0
4206,BRD2 ,0,0,0,3,0
4207,FARS2 ,0,0,3,0,0
4208,EIF4ENIF1 ,4,0,0,0,0
4209,LOC100525938 ,0,0,1,0,0
4210,LOC100516783 ,0,0,1,0,0
4211,ZNF260 ,0,0,0,2,0
4212,MBOAT1 ,0,0,0,2,0
4213,CTRL ,0,0,0,1,0
4214,LEPROTL1 ,0,0,2,0,0
4215,RASSF5 ,0,0,0,5,0
4216,ZNF839 ,0,0,0,1,0
4217,TSACC ,0,0,0,1,0
4218,ZNF524 ,0,0,0,2,0
4219,CALHM3 ,0,0,1,0,0
4220,TMOD2 ,5,0,0,0,0
4221,KLHL14 ,0,0,0,1,0
4222,ADGRB3 ,0,0,0,1,0
4223,FBXL15 ,0,0,0,2,0
4224,BBS7 ,0,0,0,5,0
4225,LUM ,1,0,0,0,0
4226,CDH18 ,0,0,0,2,0
4227,ATP6V1G2 ,0,0,1,0,0
4228,BICD2 ,0,0,2,0,0
4229,CHODL ,0,0,0,3,0
4230,ELF4 ,0,1,1,0,0
4231,ADAMDEC1 ,0,0,0,2,0
4232,LOC110258918 ,0,0,1,0,0
4233,SLC39A9 ,0,0,0,3,0
4234,ZNF76 ,0,0,0,4,0
4235,JPH3 ,0,0,1,0,0
4236,LOC100524034 ,0,0,0,3,0
4237,C6H1ORF158 ,0,0,0,2,0
4238,TMEM176A ,3,0,0,0,0
4239,C2 ,3,0,0,0,0
4240,ZBTB33 ,0,0,0,1,0
4241,KCNJ8 ,0,0,1,0,0
4242,WDR81 ,0,1,0,3,0
4243,PPY ,1,0,1,0,0
4244,GAB3 ,0,0,0,1,0
4245,NEK1 ,6,0,0,0,0
4246,TRIM16 ,0,0,0,3,0
4247,NAT9 ,0,0,4,0,0
4248,ADD1 ,3,0,0,0,0
4249,TEX33 ,0,0,0,2,0
4250,LOC110259642 ,0,0,0,1,0
4251,HSP90B1 ,2,1,0,0,0
4252,TMEM175 ,0,0,4,1,0
4253,NCLN ,3,0,0,0,0
4254,ARNT2 ,0,0,0,5,0
4255,CHCHD7 ,1,0,0,1,0
4256,SLMAP ,0,0,0,7,0
4257,DRC3 ,0,0,0,2,0
4258,HK2 ,0,1,2,0,0
4259,POU5F1 ,1,0,1,0,0
4260,NFS1 ,4,0,0,0,0
4261,TSHR ,1,0,5,1,0
4262,OVGP1 ,0,1,0,3,0
4263,LOC100739087 ,0,0,1,0,0
4264,HTRA3 ,0,0,2,0,0
4265,SOCS6 ,0,1,0,0,0
4266,LOC100624806 ,0,0,0,2,0
4267,COL15A1 ,5,0,0,0,0
4268,LOC100625168 ,0,0,0,1,0
4269,G2E3 ,0,0,0,2,0
4270,SP1 ,0,0,0,1,0
4271,EGR4 ,0,0,0,1,0
4272,HAUS8 ,0,0,0,1,0
4273,OR2B6 ,0,0,1,0,0
4274,ECHDC3 ,1,0,0,0,0
4275,CHRD ,0,0,2,0,0
4276,HOXD8 ,0,0,0,3,0
4277,VAX1 ,0,0,1,0,0
4278,NLRC3 ,0,0,0,2,0
4279,PTPN22 ,0,0,0,3,0
4280,WBP4 ,0,0,0,1,0
4281,TM9SF2 ,2,0,0,0,0
4282,PKD1 ,0,0,4,0,0
4283,HES3 ,0,0,0,1,0
4284,BMPR1A ,0,1,0,0,0
4285,SLC8A3 ,0,0,4,0,0
4286,RPL10A ,3,1,0,0,0
4287,FBRS ,0,0,0,3,0
4288,WDR4 ,0,0,1,0,0
4289,CCNA1 ,0,0,2,0,0
4290,RSF1 ,2,0,0,0,0
4291,PGRMC1 ,2,0,0,0,0
4292,MT-ND1 ,1,0,1,0,0
4293,WSCD2 ,0,0,2,0,0
4294,NUDT4 ,1,0,0,1,0
4295,DSP ,2,0,0,0,0
4296,GNG8 ,0,0,1,0,0
4297,ACAT2 ,4,0,0,0,0
4298,LOC110259757 ,0,0,1,0,0
4299,CABP1 ,4,0,0,4,0
4300,SLIT1 ,0,0,0,2,0
4301,FMNL2 ,0,0,3,0,0
4302,GHRHR ,0,1,0,1,0
4303,ABLIM3 ,9,0,0,0,0
4304,ZMAT1 ,0,0,0,6,0
4305,METTL15 ,0,0,2,1,0
4306,LOC100155561 ,0,0,1,0,0
4307,ST14 ,0,0,1,1,0
4308,FAM162B ,0,0,1,0,0
4309,IARS2 ,3,0,0,0,0
4310,C8B ,3,0,0,0,0
4311,SLC25A44 ,0,1,1,0,0
4312,PLEKHA3 ,0,0,0,1,0
4313,GNL3 ,0,0,0,1,0
4314,ZCCHC13 ,0,0,0,1,0
4315,RAMP2 ,0,1,1,0,0
4316,CRNKL1 ,6,0,0,0,0
4317,CDC42BPG ,0,0,1,0,0
4318,SART3 ,5,0,0,0,0
4319,S100A10 ,1,1,0,0,0
4320,TMEM82 ,0,0,0,1,0
4321,TERF1 ,0,0,0,3,0
4322,MTG2 ,0,0,3,0,0
4323,LOC110257910 ,2,0,0,0,0
4324,MPZ ,2,0,0,0,0
4325,SLA-DMB ,1,0,0,0,0
4326,MAST4 ,0,0,7,2,0
4327,BAAT ,0,0,1,0,0
4328,MTX1 ,0,1,1,1,0
4329,LOC110258087 ,0,0,1,0,0
4330,LOC110258605 ,0,0,1,0,0
4331,TRAIL ,0,1,0,0,0
4332,HEXB ,5,0,1,0,0
4333,LENG8 ,0,0,0,4,0
4334,LOC106507313 ,0,0,1,0,0
4335,PIGZ ,0,0,2,0,0
4336,FN3KRP ,1,0,0,0,0
4337,C9H1ORF105 ,0,0,0,1,0
4338,POMGNT1 ,0,0,4,1,0
4339,ZNF395 ,0,0,0,10,0
4340,TXNL1 ,4,0,0,0,0
4341,RBMS2 ,0,0,0,4,0
4342,LRFN5 ,0,0,0,4,0
4343,PCMTD1 ,4,0,0,0,0
4344,OCA2 ,0,1,0,0,0
4345,FAM162A ,3,0,0,0,0
4346,ZFAT ,0,0,0,10,0
4347,LRP6 ,0,0,1,0,0
4348,DENND6B ,0,0,2,0,0
4349,EIF2A ,6,0,0,0,0
4350,KIFAP3 ,9,0,0,0,0
4351,FAM204A ,0,0,0,3,0
4352,ITSN2 ,4,0,0,0,0
4353,NRDE2 ,0,0,1,0,0
4354,SCG2 ,0,1,1,0,0
4355,SLITRK6 ,0,0,3,0,0
4356,MGST3 ,1,0,0,0,0
4357,FOXD1 ,0,0,0,1,0
4358,PPP1R36 ,0,0,0,1,0
4359,LOC100625810 ,0,0,1,0,0
4360,CYTH4 ,0,0,0,2,0
4361,AMER1 ,0,0,2,0,0
4362,GLRX3 ,7,0,0,0,0
4363,TMPRSS2 ,0,0,0,3,0
4364,AFF2 ,0,0,3,0,0
4365,PDLIM3 ,3,1,0,0,0
4366,PXDN ,3,0,0,0,0
4367,COL6A6 ,2,0,0,0,0
4368,MARCHF10 ,0,0,0,1,0
4369,C13H3ORF38 ,0,0,0,2,0
4370,LOC100152495 ,0,0,1,0,0
4371,VAMP7 ,3,0,0,0,0
4372,TAAR2 ,0,0,1,0,0
4373,LOC100156995 ,0,0,1,0,0
4374,SLC9A4 ,0,0,1,0,0
4375,DPPA2 ,0,0,0,1,0
4376,ATP8B2 ,0,0,2,0,0
4377,PABPC5 ,0,0,0,1,0
4378,FAM111A ,2,0,0,0,0
4379,SLA-6 ,5,0,3,0,0
4380,FFAR2 ,0,1,1,0,0
4381,F2RL1 ,0,0,0,1,0
4382,ARFIP1 ,5,0,0,0,0
4383,MYORG ,0,0,1,0,0
4384,LOC100513910 ,0,0,0,1,0
4385,KRT10 ,1,0,0,0,0
4386,CRYBG1 ,4,0,1,0,0
4387,PREP ,1,0,3,0,0
4388,ARHGEF33 ,0,0,0,2,0
4389,CAMSAP1 ,0,0,3,0,0
4390,CHPF ,0,0,1,0,0
4391,KDM5D ,0,0,2,0,0
4392,SLC6A18 ,0,0,2,0,0
4393,ACP6 ,3,0,0,0,0
4394,CRISP2 ,0,1,0,0,0
4395,BTBD17 ,1,0,0,0,0
4396,MRPL43 ,5,0,0,0,0
4397,DCAF15 ,0,0,0,1,0
4398,ZNF454 ,0,0,0,3,0
4399,PCDH12 ,0,0,0,1,0
4400,OOEP ,0,1,0,0,0
4401,MOBKL3 ,2,0,0,0,0
4402,NFIX ,7,0,0,0,0
4403,LOC100515784 ,0,0,1,0,0
4404,CDH13 ,7,0,0,0,0
4405,OSBPL9 ,9,0,0,0,0
4406,LOC100511184 ,0,0,1,0,0
4407,GDI2 ,4,1,1,0,0
4408,CBR4 ,3,0,0,0,0
4409,ACRV1 ,2,0,0,0,0
4410,RNASEH2A ,0,0,3,0,0
4411,MAP3K13 ,0,0,4,0,0
4412,IL18RAP ,0,0,1,0,0
4413,METTL22 ,2,0,0,0,0
4414,NDUFAF2 ,0,0,1,0,0
4415,PLCXD3 ,2,0,0,0,0
4416,RNASE9 ,1,0,0,0,0
4417,LOC100624136 ,0,0,0,1,0
4418,OR9A1P ,0,0,1,0,0
4419,POLR3GL ,0,0,2,0,0
4420,MORN4 ,0,0,0,2,0
4421,RTN4R ,0,0,0,2,0
4422,NRL ,0,0,0,1,0
4423,RALBP1 ,0,0,0,3,0
4424,LACTB2 ,1,0,0,0,0
4425,GOLGA1 ,3,0,0,0,0
4426,SCGB3A1 ,0,0,0,1,0
4427,CTNNA2 ,10,0,0,0,0
4428,PRPH ,2,0,0,0,0
4429,TFB1M ,0,0,1,0,0
4430,LOC100518623 ,0,0,0,1,0
4431,CFAP74 ,0,0,0,1,0
4432,MTARC2 ,5,0,0,0,0
4433,OTX1 ,0,0,0,1,0
4434,GABPB2 ,0,0,0,2,0
4435,BRIX1 ,0,0,3,3,0
